id,prompt,model_x,model_y,winner,left,right
845,13,11,91,right,MythoMax-L2 (13B),Luminous Base
846,13,11,90,left,MythoMax-L2 (13B),Luminous Extended
847,13,13,91,right,Open-Assistant StableLM SFT-7 (7B),Luminous Base
848,13,90,13,right,Luminous Extended,Open-Assistant StableLM SFT-7 (7B)
849,13,91,94,right,Luminous Base,PaLM 2 Bison
850,13,94,90,left,PaLM 2 Bison,Luminous Extended
851,13,95,91,left,PaLM 2 Bison (Code Chat),Luminous Base
852,13,90,95,right,Luminous Extended,PaLM 2 Bison (Code Chat)
853,13,10,91,left,Platypus-2 Instruct (70B),Luminous Base
854,13,10,90,left,Platypus-2 Instruct (70B),Luminous Extended
855,13,2,91,left,Pythia-Chat-Base (7B),Luminous Base
856,13,2,90,left,Pythia-Chat-Base (7B),Luminous Extended
857,13,6,91,left,Qwen-Chat (7B),Luminous Base
858,13,90,6,right,Luminous Extended,Qwen-Chat (7B)
859,13,99,91,left,ReMM SLERP L2 13B,Luminous Base
860,13,99,90,left,ReMM SLERP L2 13B,Luminous Extended
861,13,1,91,right,RedPajama-INCITE Chat (3B),Luminous Base
862,13,1,90,tie,RedPajama-INCITE Chat (3B),Luminous Extended
863,13,91,3,right,Luminous Base,RedPajama-INCITE Chat (7B)
864,13,90,3,right,Luminous Extended,RedPajama-INCITE Chat (7B)
865,13,25,91,left,Vicuna v1.3 (13B),Luminous Base
866,13,90,25,right,Luminous Extended,Vicuna v1.3 (13B)
867,13,24,91,right,Vicuna v1.3 (7B),Luminous Base
868,13,24,90,tie,Vicuna v1.3 (7B),Luminous Extended
869,13,91,26,right,Luminous Base,Vicuna v1.5 (13B)
870,13,90,26,right,Luminous Extended,Vicuna v1.5 (13B)
871,13,91,21,right,Luminous Base,Vicuna-FastChat-T5 (3B)
872,13,90,21,right,Luminous Extended,Vicuna-FastChat-T5 (3B)
873,13,75,91,left,command,Luminous Base
874,13,75,90,left,command,Luminous Extended
875,13,75,98,left,command,Weaver 12k
876,13,91,79,right,Luminous Base,command-nightly
877,13,90,79,right,Luminous Extended,command-nightly
878,13,98,79,right,Weaver 12k,command-nightly
879,13,14,90,left,Open-Assistant Pythia SFT-4 (12B),Luminous Extended
880,13,90,76,right,Luminous Extended,command-light
881,13,76,12,left,command-light,StarCoderChat Alpha (16B)
882,13,98,76,right,Weaver 12k,command-light
883,15,24,97,right,Vicuna v1.3 (7B),Airoboros L2 70B
884,15,29,24,left,Alpaca (7B),Vicuna v1.3 (7B)
885,15,5,24,left,Chronos Hermes (13B),Vicuna v1.3 (7B)
886,15,83,24,left,Claude Instant v1,Vicuna v1.3 (7B)
887,15,24,101,right,Vicuna v1.3 (7B),Claude v1
888,15,24,100,right,Vicuna v1.3 (7B),Claude v1.2
889,15,24,84,right,Vicuna v1.3 (7B),Claude v2
890,15,19,24,tie,Code Llama Instruct (13B),Vicuna v1.3 (7B)
891,15,24,20,right,Vicuna v1.3 (7B),Code Llama Instruct (34B)
892,15,18,24,tie,Code Llama Instruct (7B),Vicuna v1.3 (7B)
893,15,9,24,tie,Dolly v2 (12B),Vicuna v1.3 (7B)
894,15,24,7,tie,Vicuna v1.3 (7B),Dolly v2 (3B)
895,15,8,24,tie,Dolly v2 (7B),Vicuna v1.3 (7B)
896,15,31,24,tie,Falcon Instruct (40B),Vicuna v1.3 (7B)
897,15,24,30,tie,Vicuna v1.3 (7B),Falcon Instruct (7B)
898,15,81,24,left,GPT 3.5 Turbo,Vicuna v1.3 (7B)
899,15,24,82,right,Vicuna v1.3 (7B),GPT 3.5 Turbo (16k)
900,15,80,24,left,GPT 4,Vicuna v1.3 (7B)
901,15,24,4,right,Vicuna v1.3 (7B),GPT-NeoXT-Chat-Base (20B)
902,15,24,32,right,Vicuna v1.3 (7B),Guanaco (13B)
903,15,33,24,left,Guanaco (33B),Vicuna v1.3 (7B)
904,15,24,34,right,Vicuna v1.3 (7B),Guanaco (65B)
905,15,85,24,tie,Jurassic 2 Light,Vicuna v1.3 (7B)
906,15,24,86,right,Vicuna v1.3 (7B),Jurassic 2 Mid
907,15,24,87,right,Vicuna v1.3 (7B),Jurassic 2 Ultra
908,15,24,23,right,Vicuna v1.3 (7B),Koala (13B)
909,15,24,22,right,Vicuna v1.3 (7B),LLaMA 2 SFT v10 (70B)
910,15,24,16,right,Vicuna v1.3 (7B),LLaMA-2-Chat (13B)
911,15,24,17,right,Vicuna v1.3 (7B),LLaMA-2-Chat (70B)
912,15,15,24,tie,LLaMA-2-Chat (7B),Vicuna v1.3 (7B)
913,15,24,28,right,Vicuna v1.3 (7B),MPT-Chat (30B)
914,15,24,27,right,Vicuna v1.3 (7B),MPT-Chat (7B)
915,15,96,24,left,Mythalion 13B,Vicuna v1.3 (7B)
916,15,11,24,left,MythoMax-L2 (13B),Vicuna v1.3 (7B)
917,15,24,14,right,Vicuna v1.3 (7B),Open-Assistant Pythia SFT-4 (12B)
918,15,24,13,tie,Vicuna v1.3 (7B),Open-Assistant StableLM SFT-7 (7B)
919,15,94,24,left,PaLM 2 Bison,Vicuna v1.3 (7B)
920,15,95,24,left,PaLM 2 Bison (Code Chat),Vicuna v1.3 (7B)
921,15,24,10,right,Vicuna v1.3 (7B),Platypus-2 Instruct (70B)
922,15,2,24,left,Pythia-Chat-Base (7B),Vicuna v1.3 (7B)
923,15,6,24,left,Qwen-Chat (7B),Vicuna v1.3 (7B)
924,15,24,99,right,Vicuna v1.3 (7B),ReMM SLERP L2 13B
925,15,1,24,left,RedPajama-INCITE Chat (3B),Vicuna v1.3 (7B)
926,15,3,24,left,RedPajama-INCITE Chat (7B),Vicuna v1.3 (7B)
927,15,12,24,left,StarCoderChat Alpha (16B),Vicuna v1.3 (7B)
928,15,24,25,tie,Vicuna v1.3 (7B),Vicuna v1.3 (13B)
929,15,97,2,right,Airoboros L2 70B,Pythia-Chat-Base (7B)
930,15,29,2,tie,Alpaca (7B),Pythia-Chat-Base (7B)
931,15,5,2,right,Chronos Hermes (13B),Pythia-Chat-Base (7B)
932,15,2,83,right,Pythia-Chat-Base (7B),Claude Instant v1
933,15,2,101,right,Pythia-Chat-Base (7B),Claude v1
934,15,100,2,left,Claude v1.2,Pythia-Chat-Base (7B)
935,15,84,2,left,Claude v2,Pythia-Chat-Base (7B)
936,15,2,19,right,Pythia-Chat-Base (7B),Code Llama Instruct (13B)
937,15,2,20,right,Pythia-Chat-Base (7B),Code Llama Instruct (34B)
938,15,2,18,right,Pythia-Chat-Base (7B),Code Llama Instruct (7B)
939,15,2,9,left,Pythia-Chat-Base (7B),Dolly v2 (12B)
940,15,2,7,right,Pythia-Chat-Base (7B),Dolly v2 (3B)
941,15,8,2,left,Dolly v2 (7B),Pythia-Chat-Base (7B)
942,15,2,31,tie,Pythia-Chat-Base (7B),Falcon Instruct (40B)
943,15,2,30,tie,Pythia-Chat-Base (7B),Falcon Instruct (7B)
944,15,2,81,right,Pythia-Chat-Base (7B),GPT 3.5 Turbo
945,15,2,82,right,Pythia-Chat-Base (7B),GPT 3.5 Turbo (16k)
946,15,2,80,right,Pythia-Chat-Base (7B),GPT 4
947,15,2,4,tie,Pythia-Chat-Base (7B),GPT-NeoXT-Chat-Base (20B)
948,15,2,32,right,Pythia-Chat-Base (7B),Guanaco (13B)
949,15,33,2,left,Guanaco (33B),Pythia-Chat-Base (7B)
950,15,2,34,right,Pythia-Chat-Base (7B),Guanaco (65B)
951,15,85,2,tie,Jurassic 2 Light,Pythia-Chat-Base (7B)
952,15,2,86,right,Pythia-Chat-Base (7B),Jurassic 2 Mid
953,15,2,87,right,Pythia-Chat-Base (7B),Jurassic 2 Ultra
954,15,23,2,tie,Koala (13B),Pythia-Chat-Base (7B)
955,15,22,2,left,LLaMA 2 SFT v10 (70B),Pythia-Chat-Base (7B)
956,15,16,2,right,LLaMA-2-Chat (13B),Pythia-Chat-Base (7B)
957,15,2,17,right,Pythia-Chat-Base (7B),LLaMA-2-Chat (70B)
958,15,2,15,right,Pythia-Chat-Base (7B),LLaMA-2-Chat (7B)
959,15,28,2,left,MPT-Chat (30B),Pythia-Chat-Base (7B)
960,15,2,27,left,Pythia-Chat-Base (7B),MPT-Chat (7B)
961,15,96,2,left,Mythalion 13B,Pythia-Chat-Base (7B)
962,15,11,2,left,MythoMax-L2 (13B),Pythia-Chat-Base (7B)
963,15,2,14,tie,Pythia-Chat-Base (7B),Open-Assistant Pythia SFT-4 (12B)
964,15,13,2,right,Open-Assistant StableLM SFT-7 (7B),Pythia-Chat-Base (7B)
965,15,2,94,right,Pythia-Chat-Base (7B),PaLM 2 Bison
966,15,95,2,right,PaLM 2 Bison (Code Chat),Pythia-Chat-Base (7B)
967,15,2,10,right,Pythia-Chat-Base (7B),Platypus-2 Instruct (70B)
968,15,97,76,left,Airoboros L2 70B,command-light
969,15,29,76,left,Alpaca (7B),command-light
970,15,5,76,tie,Chronos Hermes (13B),command-light
971,15,83,76,left,Claude Instant v1,command-light
972,15,101,76,left,Claude v1,command-light
973,15,76,100,right,command-light,Claude v1.2
974,15,84,76,left,Claude v2,command-light
975,15,19,76,right,Code Llama Instruct (13B),command-light
976,15,20,76,left,Code Llama Instruct (34B),command-light
977,15,76,18,left,command-light,Code Llama Instruct (7B)
978,15,9,76,right,Dolly v2 (12B),command-light
979,15,76,7,left,command-light,Dolly v2 (3B)
980,15,8,76,right,Dolly v2 (7B),command-light
981,15,31,76,tie,Falcon Instruct (40B),command-light
982,15,76,30,tie,command-light,Falcon Instruct (7B)
983,15,81,76,left,GPT 3.5 Turbo,command-light
984,15,82,76,left,GPT 3.5 Turbo (16k),command-light
985,15,80,76,left,GPT 4,command-light
986,15,76,4,tie,command-light,GPT-NeoXT-Chat-Base (20B)
987,15,76,32,right,command-light,Guanaco (13B)
988,15,33,76,left,Guanaco (33B),command-light
989,15,76,34,right,command-light,Guanaco (65B)
990,15,86,76,left,Jurassic 2 Mid,command-light
991,15,87,76,left,Jurassic 2 Ultra,command-light
992,15,76,22,right,command-light,LLaMA 2 SFT v10 (70B)
993,15,16,76,left,LLaMA-2-Chat (13B),command-light
994,15,17,76,right,LLaMA-2-Chat (70B),command-light
995,15,15,76,right,LLaMA-2-Chat (7B),command-light
996,15,76,28,right,command-light,MPT-Chat (30B)
997,15,76,27,right,command-light,MPT-Chat (7B)
998,15,96,76,left,Mythalion 13B,command-light
999,15,76,11,right,command-light,MythoMax-L2 (13B)
1000,15,14,76,tie,Open-Assistant Pythia SFT-4 (12B),command-light
1001,15,76,13,tie,command-light,Open-Assistant StableLM SFT-7 (7B)
1002,15,76,94,right,command-light,PaLM 2 Bison
1003,15,95,76,left,PaLM 2 Bison (Code Chat),command-light
1004,15,76,6,right,command-light,Qwen-Chat (7B)
1005,15,76,99,right,command-light,ReMM SLERP L2 13B
1006,15,76,1,right,command-light,RedPajama-INCITE Chat (3B)
1007,15,3,76,left,RedPajama-INCITE Chat (7B),command-light
1008,15,12,76,left,StarCoderChat Alpha (16B),command-light
1009,15,25,76,right,Vicuna v1.3 (13B),command-light
1010,15,24,76,right,Vicuna v1.3 (7B),command-light
1011,15,26,76,left,Vicuna v1.5 (13B),command-light
1012,15,21,76,right,Vicuna-FastChat-T5 (3B),command-light
1013,15,98,76,tie,Weaver 12k,command-light
1014,15,75,76,left,command,command-light
1015,15,85,19,right,Jurassic 2 Light,Code Llama Instruct (13B)
1016,15,23,19,right,Koala (13B),Code Llama Instruct (13B)
1017,15,10,19,right,Platypus-2 Instruct (70B),Code Llama Instruct (13B)
1018,15,6,2,tie,Qwen-Chat (7B),Pythia-Chat-Base (7B)
1019,15,2,99,right,Pythia-Chat-Base (7B),ReMM SLERP L2 13B
1020,15,1,2,tie,RedPajama-INCITE Chat (3B),Pythia-Chat-Base (7B)
1021,15,2,3,right,Pythia-Chat-Base (7B),RedPajama-INCITE Chat (7B)
1022,15,12,2,left,StarCoderChat Alpha (16B),Pythia-Chat-Base (7B)
1023,15,2,25,right,Pythia-Chat-Base (7B),Vicuna v1.3 (13B)
1024,15,2,26,right,Pythia-Chat-Base (7B),Vicuna v1.5 (13B)
1025,15,26,24,left,Vicuna v1.5 (13B),Vicuna v1.3 (7B)
1026,15,21,2,left,Vicuna-FastChat-T5 (3B),Pythia-Chat-Base (7B)
1027,15,24,21,tie,Vicuna v1.3 (7B),Vicuna-FastChat-T5 (3B)
1028,15,2,98,right,Pythia-Chat-Base (7B),Weaver 12k
1029,15,98,24,left,Weaver 12k,Vicuna v1.3 (7B)
1030,15,75,2,left,command,Pythia-Chat-Base (7B)
1031,15,75,24,left,command,Vicuna v1.3 (7B)
1032,15,79,2,right,command-nightly,Pythia-Chat-Base (7B)
1033,15,79,24,left,command-nightly,Vicuna v1.3 (7B)
1034,15,76,79,right,command-light,command-nightly
1035,20,97,98,left,Airoboros L2 70B,Weaver 12k
1036,20,29,98,right,Alpaca (7B),Weaver 12k
1037,20,5,98,right,Chronos Hermes (13B),Weaver 12k
1038,20,83,98,left,Claude Instant v1,Weaver 12k
1039,20,98,101,right,Weaver 12k,Claude v1
1040,20,100,98,left,Claude v1.2,Weaver 12k
1041,20,84,98,left,Claude v2,Weaver 12k
1042,20,19,98,right,Code Llama Instruct (13B),Weaver 12k
1043,20,20,98,right,Code Llama Instruct (34B),Weaver 12k
1044,20,18,98,left,Code Llama Instruct (7B),Weaver 12k
1045,20,98,7,left,Weaver 12k,Dolly v2 (3B)
1046,20,8,98,right,Dolly v2 (7B),Weaver 12k
1047,20,98,31,right,Weaver 12k,Falcon Instruct (40B)
1048,20,98,30,left,Weaver 12k,Falcon Instruct (7B)
1049,20,98,81,right,Weaver 12k,GPT 3.5 Turbo
1050,20,82,98,left,GPT 3.5 Turbo (16k),Weaver 12k
1051,20,80,98,left,GPT 4,Weaver 12k
1052,20,4,98,right,GPT-NeoXT-Chat-Base (20B),Weaver 12k
1053,20,98,34,right,Weaver 12k,Guanaco (65B)
1054,20,85,98,right,Jurassic 2 Light,Weaver 12k
1055,20,98,86,right,Weaver 12k,Jurassic 2 Mid
1056,20,98,87,right,Weaver 12k,Jurassic 2 Ultra
1057,20,23,98,right,Koala (13B),Weaver 12k
1058,20,98,22,right,Weaver 12k,LLaMA 2 SFT v10 (70B)
1059,20,98,16,left,Weaver 12k,LLaMA-2-Chat (13B)
1060,20,17,98,left,LLaMA-2-Chat (70B),Weaver 12k
1061,20,15,98,tie,LLaMA-2-Chat (7B),Weaver 12k
1062,20,98,28,right,Weaver 12k,MPT-Chat (30B)
1063,20,98,27,left,Weaver 12k,MPT-Chat (7B)
1064,20,98,96,left,Weaver 12k,Mythalion 13B
1065,20,11,98,right,MythoMax-L2 (13B),Weaver 12k
1066,20,98,14,left,Weaver 12k,Open-Assistant Pythia SFT-4 (12B)
1067,20,94,98,left,PaLM 2 Bison,Weaver 12k
1068,20,98,95,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1069,20,10,98,left,Platypus-2 Instruct (70B),Weaver 12k
1070,20,98,2,left,Weaver 12k,Pythia-Chat-Base (7B)
1071,20,99,98,right,ReMM SLERP L2 13B,Weaver 12k
1072,20,98,12,left,Weaver 12k,StarCoderChat Alpha (16B)
1073,20,98,25,right,Weaver 12k,Vicuna v1.3 (13B)
1074,20,98,24,left,Weaver 12k,Vicuna v1.3 (7B)
1075,20,26,98,left,Vicuna v1.5 (13B),Weaver 12k
1076,20,98,21,left,Weaver 12k,Vicuna-FastChat-T5 (3B)
1077,20,97,76,left,Airoboros L2 70B,command-light
1078,20,29,76,tie,Alpaca (7B),command-light
1079,20,5,76,left,Chronos Hermes (13B),command-light
1080,20,83,76,left,Claude Instant v1,command-light
1081,20,101,76,left,Claude v1,command-light
1082,20,100,76,left,Claude v1.2,command-light
1083,20,84,76,left,Claude v2,command-light
1084,20,76,19,tie,command-light,Code Llama Instruct (13B)
1085,20,20,76,left,Code Llama Instruct (34B),command-light
1086,20,76,18,right,command-light,Code Llama Instruct (7B)
1087,20,7,76,right,Dolly v2 (3B),command-light
1088,20,76,8,right,command-light,Dolly v2 (7B)
1089,20,31,76,left,Falcon Instruct (40B),command-light
1090,20,76,30,right,command-light,Falcon Instruct (7B)
1091,20,81,76,left,GPT 3.5 Turbo,command-light
1092,20,82,76,left,GPT 3.5 Turbo (16k),command-light
1093,20,80,76,left,GPT 4,command-light
1094,20,4,76,right,GPT-NeoXT-Chat-Base (20B),command-light
1095,20,76,34,right,command-light,Guanaco (65B)
1096,20,85,76,left,Jurassic 2 Light,command-light
1097,20,86,76,left,Jurassic 2 Mid,command-light
1098,20,76,87,right,command-light,Jurassic 2 Ultra
1099,20,23,76,tie,Koala (13B),command-light
1100,20,22,76,left,LLaMA 2 SFT v10 (70B),command-light
1101,20,76,16,tie,command-light,LLaMA-2-Chat (13B)
1102,20,17,76,left,LLaMA-2-Chat (70B),command-light
1103,20,15,76,tie,LLaMA-2-Chat (7B),command-light
1104,20,76,28,left,command-light,MPT-Chat (30B)
1105,20,76,27,tie,command-light,MPT-Chat (7B)
1106,20,76,96,right,command-light,Mythalion 13B
1107,20,11,76,left,MythoMax-L2 (13B),command-light
1108,20,14,76,left,Open-Assistant Pythia SFT-4 (12B),command-light
1109,20,76,94,right,command-light,PaLM 2 Bison
1110,20,76,95,right,command-light,PaLM 2 Bison (Code Chat)
1111,20,76,10,right,command-light,Platypus-2 Instruct (70B)
1112,20,76,2,right,command-light,Pythia-Chat-Base (7B)
1113,20,99,76,left,ReMM SLERP L2 13B,command-light
1114,20,76,12,tie,command-light,StarCoderChat Alpha (16B)
1115,20,25,76,left,Vicuna v1.3 (13B),command-light
1116,20,76,24,tie,command-light,Vicuna v1.3 (7B)
1117,20,26,76,left,Vicuna v1.5 (13B),command-light
1118,20,21,76,right,Vicuna-FastChat-T5 (3B),command-light
1119,20,76,75,right,command-light,command
1120,20,97,1,left,Airoboros L2 70B,RedPajama-INCITE Chat (3B)
1121,20,83,1,left,Claude Instant v1,RedPajama-INCITE Chat (3B)
1122,20,1,101,right,RedPajama-INCITE Chat (3B),Claude v1
1123,20,1,100,right,RedPajama-INCITE Chat (3B),Claude v1.2
1124,20,84,1,left,Claude v2,RedPajama-INCITE Chat (3B)
1125,20,19,1,left,Code Llama Instruct (13B),RedPajama-INCITE Chat (3B)
1126,20,1,20,right,RedPajama-INCITE Chat (3B),Code Llama Instruct (34B)
1127,20,1,18,right,RedPajama-INCITE Chat (3B),Code Llama Instruct (7B)
1128,20,1,7,right,RedPajama-INCITE Chat (3B),Dolly v2 (3B)
1129,20,1,8,right,RedPajama-INCITE Chat (3B),Dolly v2 (7B)
1130,20,4,1,left,GPT-NeoXT-Chat-Base (20B),RedPajama-INCITE Chat (3B)
1131,20,1,87,right,RedPajama-INCITE Chat (3B),Jurassic 2 Ultra
1132,20,1,23,right,RedPajama-INCITE Chat (3B),Koala (13B)
1133,20,17,1,left,LLaMA-2-Chat (70B),RedPajama-INCITE Chat (3B)
1134,20,1,27,right,RedPajama-INCITE Chat (3B),MPT-Chat (7B)
1135,20,11,1,left,MythoMax-L2 (13B),RedPajama-INCITE Chat (3B)
1136,20,9,29,right,Dolly v2 (12B),Alpaca (7B)
1137,20,9,18,right,Dolly v2 (12B),Code Llama Instruct (7B)
1138,20,88,5,right,Luminous Supreme,Chronos Hermes (13B)
1139,20,18,88,left,Code Llama Instruct (7B),Luminous Supreme
1140,20,88,8,right,Luminous Supreme,Dolly v2 (7B)
1141,20,31,88,left,Falcon Instruct (40B),Luminous Supreme
1142,20,30,88,left,Falcon Instruct (7B),Luminous Supreme
1143,20,22,88,left,LLaMA 2 SFT v10 (70B),Luminous Supreme
1144,20,16,88,left,LLaMA-2-Chat (13B),Luminous Supreme
1145,20,18,81,right,Code Llama Instruct (7B),GPT 3.5 Turbo
1146,20,82,18,left,GPT 3.5 Turbo (16k),Code Llama Instruct (7B)
1147,20,18,32,left,Code Llama Instruct (7B),Guanaco (13B)
1148,20,32,8,right,Guanaco (13B),Dolly v2 (7B)
1149,20,33,18,left,Guanaco (33B),Code Llama Instruct (7B)
1150,20,33,8,left,Guanaco (33B),Dolly v2 (7B)
1151,20,15,18,tie,LLaMA-2-Chat (7B),Code Llama Instruct (7B)
1152,20,18,13,left,Code Llama Instruct (7B),Open-Assistant StableLM SFT-7 (7B)
1153,20,13,8,tie,Open-Assistant StableLM SFT-7 (7B),Dolly v2 (7B)
1154,20,13,80,right,Open-Assistant StableLM SFT-7 (7B),GPT 4
1155,20,85,13,tie,Jurassic 2 Light,Open-Assistant StableLM SFT-7 (7B)
1156,20,13,86,right,Open-Assistant StableLM SFT-7 (7B),Jurassic 2 Mid
1157,20,28,13,left,MPT-Chat (30B),Open-Assistant StableLM SFT-7 (7B)
1158,20,6,18,right,Qwen-Chat (7B),Code Llama Instruct (7B)
1159,20,8,6,right,Dolly v2 (7B),Qwen-Chat (7B)
1160,20,3,18,tie,RedPajama-INCITE Chat (7B),Code Llama Instruct (7B)
1161,20,8,3,left,Dolly v2 (7B),RedPajama-INCITE Chat (7B)
1162,20,8,9,left,Dolly v2 (7B),Dolly v2 (12B)
1163,20,21,9,right,Vicuna-FastChat-T5 (3B),Dolly v2 (12B)
1164,20,32,21,right,Guanaco (13B),Vicuna-FastChat-T5 (3B)
1165,20,21,33,right,Vicuna-FastChat-T5 (3B),Guanaco (33B)
1166,20,21,88,right,Vicuna-FastChat-T5 (3B),Luminous Supreme
1167,20,21,13,tie,Vicuna-FastChat-T5 (3B),Open-Assistant StableLM SFT-7 (7B)
1168,20,6,21,left,Qwen-Chat (7B),Vicuna-FastChat-T5 (3B)
1169,20,1,21,right,RedPajama-INCITE Chat (3B),Vicuna-FastChat-T5 (3B)
1170,20,3,21,right,RedPajama-INCITE Chat (7B),Vicuna-FastChat-T5 (3B)
1171,20,9,34,right,Dolly v2 (12B),Guanaco (65B)
1172,20,9,10,right,Dolly v2 (12B),Platypus-2 Instruct (70B)
1173,20,88,96,right,Luminous Supreme,Mythalion 13B
1174,20,14,88,left,Open-Assistant Pythia SFT-4 (12B),Luminous Supreme
1175,20,94,88,left,PaLM 2 Bison,Luminous Supreme
1176,20,88,95,right,Luminous Supreme,PaLM 2 Bison (Code Chat)
1177,20,2,88,right,Pythia-Chat-Base (7B),Luminous Supreme
1178,20,99,88,left,ReMM SLERP L2 13B,Luminous Supreme
1179,20,26,88,left,Vicuna v1.5 (13B),Luminous Supreme
1180,20,12,13,tie,StarCoderChat Alpha (16B),Open-Assistant StableLM SFT-7 (7B)
1181,20,13,75,right,Open-Assistant StableLM SFT-7 (7B),command
1182,20,75,98,right,command,Weaver 12k
1183,20,25,1,left,Vicuna v1.3 (13B),RedPajama-INCITE Chat (3B)
1184,20,1,24,right,RedPajama-INCITE Chat (3B),Vicuna v1.3 (7B)
1185,20,79,1,left,command-nightly,RedPajama-INCITE Chat (3B)
1186,20,98,79,right,Weaver 12k,command-nightly
1187,20,76,79,right,command-light,command-nightly
1188,11,98,97,right,Weaver 12k,Airoboros L2 70B
1189,11,98,29,left,Weaver 12k,Alpaca (7B)
1190,11,5,98,left,Chronos Hermes (13B),Weaver 12k
1191,11,98,83,right,Weaver 12k,Claude Instant v1
1192,11,101,98,left,Claude v1,Weaver 12k
1193,11,98,100,right,Weaver 12k,Claude v1.2
1194,11,84,98,left,Claude v2,Weaver 12k
1195,11,19,98,left,Code Llama Instruct (13B),Weaver 12k
1196,11,20,98,left,Code Llama Instruct (34B),Weaver 12k
1197,11,18,98,left,Code Llama Instruct (7B),Weaver 12k
1198,11,9,98,right,Dolly v2 (12B),Weaver 12k
1199,11,7,98,right,Dolly v2 (3B),Weaver 12k
1200,11,98,8,right,Weaver 12k,Dolly v2 (7B)
1201,11,98,31,right,Weaver 12k,Falcon Instruct (40B)
1202,11,30,98,left,Falcon Instruct (7B),Weaver 12k
1203,11,81,98,left,GPT 3.5 Turbo,Weaver 12k
1204,11,98,82,right,Weaver 12k,GPT 3.5 Turbo (16k)
1205,11,80,98,left,GPT 4,Weaver 12k
1206,11,98,4,right,Weaver 12k,GPT-NeoXT-Chat-Base (20B)
1207,11,32,98,left,Guanaco (13B),Weaver 12k
1208,11,98,33,right,Weaver 12k,Guanaco (33B)
1209,11,98,34,right,Weaver 12k,Guanaco (65B)
1210,11,98,85,right,Weaver 12k,Jurassic 2 Light
1211,11,86,98,left,Jurassic 2 Mid,Weaver 12k
1212,11,98,87,right,Weaver 12k,Jurassic 2 Ultra
1213,11,98,23,right,Weaver 12k,Koala (13B)
1214,11,22,98,left,LLaMA 2 SFT v10 (70B),Weaver 12k
1215,11,98,16,right,Weaver 12k,LLaMA-2-Chat (13B)
1216,11,17,98,left,LLaMA-2-Chat (70B),Weaver 12k
1217,11,15,98,left,LLaMA-2-Chat (7B),Weaver 12k
1218,11,91,98,right,Luminous Base,Weaver 12k
1219,11,93,98,left,Luminous Base Control,Weaver 12k
1220,11,98,90,left,Weaver 12k,Luminous Extended
1221,11,98,92,right,Weaver 12k,Luminous Extended Control
1222,11,88,98,right,Luminous Supreme,Weaver 12k
1223,11,89,98,left,Luminous Supreme Control,Weaver 12k
1224,11,98,28,right,Weaver 12k,MPT-Chat (30B)
1225,11,98,27,right,Weaver 12k,MPT-Chat (7B)
1226,11,98,96,right,Weaver 12k,Mythalion 13B
1227,11,11,98,left,MythoMax-L2 (13B),Weaver 12k
1228,11,14,98,right,Open-Assistant Pythia SFT-4 (12B),Weaver 12k
1229,11,98,13,left,Weaver 12k,Open-Assistant StableLM SFT-7 (7B)
1230,11,94,98,left,PaLM 2 Bison,Weaver 12k
1231,11,98,95,right,Weaver 12k,PaLM 2 Bison (Code Chat)
1232,11,98,10,right,Weaver 12k,Platypus-2 Instruct (70B)
1233,11,2,98,left,Pythia-Chat-Base (7B),Weaver 12k
1234,11,98,6,right,Weaver 12k,Qwen-Chat (7B)
1235,11,98,99,right,Weaver 12k,ReMM SLERP L2 13B
1236,11,1,98,left,RedPajama-INCITE Chat (3B),Weaver 12k
1237,11,3,98,left,RedPajama-INCITE Chat (7B),Weaver 12k
1238,11,98,12,right,Weaver 12k,StarCoderChat Alpha (16B)
1239,11,98,25,right,Weaver 12k,Vicuna v1.3 (13B)
1240,11,98,24,right,Weaver 12k,Vicuna v1.3 (7B)
1241,11,98,26,right,Weaver 12k,Vicuna v1.5 (13B)
1242,11,98,21,right,Weaver 12k,Vicuna-FastChat-T5 (3B)
1243,11,12,97,right,StarCoderChat Alpha (16B),Airoboros L2 70B
1244,11,29,12,right,Alpaca (7B),StarCoderChat Alpha (16B)
1245,11,12,5,right,StarCoderChat Alpha (16B),Chronos Hermes (13B)
1246,11,83,12,left,Claude Instant v1,StarCoderChat Alpha (16B)
1247,11,101,12,left,Claude v1,StarCoderChat Alpha (16B)
1248,11,12,100,right,StarCoderChat Alpha (16B),Claude v1.2
1249,11,12,84,right,StarCoderChat Alpha (16B),Claude v2
1250,11,12,19,right,StarCoderChat Alpha (16B),Code Llama Instruct (13B)
1251,11,20,12,left,Code Llama Instruct (34B),StarCoderChat Alpha (16B)
1252,11,18,12,left,Code Llama Instruct (7B),StarCoderChat Alpha (16B)
1253,11,12,8,right,StarCoderChat Alpha (16B),Dolly v2 (7B)
1254,11,12,31,right,StarCoderChat Alpha (16B),Falcon Instruct (40B)
1255,11,30,12,left,Falcon Instruct (7B),StarCoderChat Alpha (16B)
1256,11,12,81,right,StarCoderChat Alpha (16B),GPT 3.5 Turbo
1257,11,12,82,right,StarCoderChat Alpha (16B),GPT 3.5 Turbo (16k)
1258,11,80,12,left,GPT 4,StarCoderChat Alpha (16B)
1259,11,4,12,left,GPT-NeoXT-Chat-Base (20B),StarCoderChat Alpha (16B)
1260,11,32,12,left,Guanaco (13B),StarCoderChat Alpha (16B)
